Origin Country,Destination Country,HS Code,HTS / Regional Tariff Flag,Product Category,Product Description,Package Type & Weight Range,Mode of Transport,Required Documents
UAE,Brazil,620342,No,Textiles & Apparel,Men's cotton trousers,Pallets (200–800 kg),Road, Commercial Invoice; Insurance Certificate; Packing List
Singapore,Brazil,620342,No,Textiles & Apparel,Men's cotton trousers,Containers (1–20 MT),Sea, Commercial Invoice; Packing List
United Kingdom,Germany,901890,No,Medical Devices,Diagnostic ultrasound equipment,Cartons (5–25 kg),Air, CE Compliance; Commercial Invoice; FDA Compliance; Insurance Certificate; Packing List
Brazil,Indonesia,300490,No,Pharmaceuticals,Finished formulation medicinal tablets,Containers (1–20 MT),Rail, Certificate of Analysis; Commercial Invoice; Drug License; Insurance Certificate; Packing List
UAE,Australia,280700,No,Chemicals,Sulfuric acid industrial grade,Containers (1–20 MT),Rail, Commercial Invoice; Dangerous Goods Declaration; Insurance Certificate; MSDS; Packing List
United States,Brazil,100630,No,Food & Agriculture,Semi-milled rice for human consumption,Drums (50–200 kg),Road, Certificate of Origin; Commercial Invoice; Packing List; Phytosanitary Certificate
Germany,France,100630,No,Food & Agriculture,Semi-milled rice for human consumption,Drums (50–200 kg),Road, Certificate of Origin; Commercial Invoice; FSSAI Compliance; Packing List; Phytosanitary Certificate
France,United Kingdom,870323,No,Automotive,Petrol engine passenger vehicles,Containers (1–20 MT),Air, Commercial Invoice; Insurance Certificate; Packing List; Type Approval Certificate
United Kingdom,Germany,850440,No,Electronics,AC/DC power adapters,Cartons (5–25 kg),Sea,BIS Compliance;  CE Compliance; Commercial Invoice; FCC Compliance; Insurance Certificate; Packing List
France,China,870323,No,Automotive,Petrol engine passenger vehicles,Drums (50–200 kg),Rail, Commercial Invoice; Insurance Certificate; Packing List; Type Approval Certificate
Canada,Brazil,620342,No,Textiles & Apparel,Men's cotton trousers,Drums (50–200 kg),Sea, Commercial Invoice; Packing List
Indonesia,France,100630,No,Food & Agriculture,Semi-milled rice for human consumption,Drums (50–200 kg),Air, Certificate of Origin; Commercial Invoice; FSSAI Compliance; Insurance Certificate; Packing List; Phytosanitary Certificate
Indonesia,Mexico,280700,No,Chemicals,Sulfuric acid industrial grade,Containers (1–20 MT),Road, Commercial Invoice; Dangerous Goods Declaration; MSDS; Packing List
Australia,Canada,870323,Yes,Automotive,Petrol engine passenger vehicles,Pallets (200–800 kg),Sea, Commercial Invoice; Insurance Certificate; Packing List; Type Approval Certificate
France,Japan,850440,No,Electronics,AC/DC power adapters,Pallets (200–800 kg),Sea, Commercial Invoice; Packing List
Canada,Singapore,901890,No,Medical Devices,Diagnostic ultrasound equipment,Drums (50–200 kg),Road, Commercial Invoice; Packing List
Singapore,Indonesia,620342,No,Textiles & Apparel,Men's cotton trousers,Pallets (200–800 kg),Air, Commercial Invoice; Insurance Certificate; Packing List
France,China,300490,No,Pharmaceuticals,Finished formulation medicinal tablets,Pallets (200–800 kg),Air, Certificate of Analysis; Commercial Invoice; Drug License; Packing List
India,United Kingdom,300490,No,Pharmaceuticals,Finished formulation medicinal tablets,Containers (1–20 MT),Air, CE Compliance; Certificate of Analysis; Commercial Invoice; Drug License; FDA Compliance; Packing List
Brazil,Japan,100630,No,Food & Agriculture,Semi-milled rice for human consumption,Containers (1–20 MT),Air, Certificate of Origin; Commercial Invoice; Packing List; Phytosanitary Certificate
United Kingdom,UAE,280700,No,Chemicals,Sulfuric acid industrial grade,Drums (50–200 kg),Road, Commercial Invoice; Dangerous Goods Declaration; MSDS; Packing List
Indonesia,Canada,901890,Yes,Medical Devices,Diagnostic ultrasound equipment,Drums (50–200 kg),Air, CE Compliance; Commercial Invoice; FDA Compliance; Packing List
Mexico,United Kingdom,620342,No,Textiles & Apparel,Men's cotton trousers,Drums (50–200 kg),Rail, Commercial Invoice; Packing List
Australia,United Kingdom,870323,No,Automotive,Petrol engine passenger vehicles,Cartons (5–25 kg),Air, Commercial Invoice; Packing List; Type Approval Certificate
Mexico,Brazil,901890,No,Medical Devices,Diagnostic ultrasound equipment,Pallets (200–800 kg),Rail, Commercial Invoice; Packing List
Indonesia,France,280700,No,Chemicals,Sulfuric acid industrial grade,Cartons (5–25 kg),Air, Commercial Invoice; Dangerous Goods Declaration; Insurance Certificate; MSDS; Packing List
Japan,Canada,850440,Yes,Electronics,AC/DC power adapters,Drums (50–200 kg),Road, BIS Compliance; CE Compliance; Commercial Invoice; FCC Compliance; Insurance Certificate; Packing List
Japan,China,620342,No,Textiles & Apparel,Men's cotton trousers,Cartons (5–25 kg),Road, Commercial Invoice; Packing List
South Africa,Brazil,280700,No,Chemicals,Sulfuric acid industrial grade,Drums (50–200 kg),Road, Commercial Invoice; Dangerous Goods Declaration; MSDS; Packing List
Canada,Indonesia,300490,No,Pharmaceuticals,Finished formulation medicinal tablets,Containers (1–20 MT),Rail, Certificate of Analysis; Commercial Invoice; Drug License; Insurance Certificate; Packing List
Singapore,Indonesia,870323,No,Automotive,Petrol engine passenger vehicles,Drums (50–200 kg),Sea, Commercial Invoice; Insurance Certificate; Packing List; Type Approval Certificate
Indonesia,Singapore,850440,No,Electronics,AC/DC power adapters,Cartons (5–25 kg),Air, Commercial Invoice; Packing List
Mexico,United States,300490,Yes,Pharmaceuticals,Finished formulation medicinal tablets,Drums (50–200 kg),Sea, CE Compliance; Certificate of Analysis; Commercial Invoice; Drug License; FDA Compliance; Insurance Certificate; Packing List
Australia,China,901890,No,Medical Devices,Diagnostic ultrasound equipment,Drums (50–200 kg),Sea, Commercial Invoice; Packing List
Mexico,Japan,870323,No,Automotive,Petrol engine passenger vehicles,Cartons (5–25 kg),Road, Commercial Invoice; Packing List; Type Approval Certificate
United Kingdom,Brazil,901890,No,Medical Devices,Diagnostic ultrasound equipment,Pallets (200–800 kg),Sea, Commercial Invoice; Packing List
Australia,Germany,870323,No,Automotive,Petrol engine passenger vehicles,Pallets (200–800 kg),Sea, Commercial Invoice; Packing List; Type Approval Certificate
China,South Africa,850440,No,Electronics,AC/DC power adapters,Cartons (5–25 kg),Air, Commercial Invoice; Insurance Certificate; Packing List
Australia,Japan,300490,No,Pharmaceuticals,Finished formulation medicinal tablets,Cartons (5–25 kg),Rail, Certificate of Analysis; Commercial Invoice; Drug License; Packing List
Brazil,United States,300490,Yes,Pharmaceuticals,Finished formulation medicinal tablets,Cartons (5–25 kg),Air, CE Compliance; Certificate of Analysis; Commercial Invoice; Drug License; FDA Compliance; Insurance Certificate; Packing List
Canada,Singapore,300490,No,Pharmaceuticals,Finished formulation medicinal tablets,Pallets (200–800 kg),Sea, Certificate of Analysis; Commercial Invoice; Drug License; Packing List
Brazil,United States,870323,Yes,Automotive,Petrol engine passenger vehicles,Pallets (200–800 kg),Road, Commercial Invoice; Packing List; Type Approval Certificate
Singapore,Germany,100630,No,Food & Agriculture,Semi-milled rice for human consumption,Drums (50–200 kg),Rail, Certificate of Origin; Commercial Invoice; FSSAI Compliance; Insurance Certificate; Packing List; Phytosanitary Certificate
Germany,South Africa,100630,No,Food & Agriculture,Semi-milled rice for human consumption,Pallets (200–800 kg),Air, Certificate of Origin; Commercial Invoice; Insurance Certificate; Packing List; Phytosanitary Certificate
France,Germany,100630,No,Food & Agriculture,Semi-milled rice for human consumption,Drums (50–200 kg),Rail, Certificate of Origin; Commercial Invoice; FSSAI Compliance; Insurance Certificate; Packing List; Phytosanitary Certificate
Japan,South Africa,100630,No,Food & Agriculture,Semi-milled rice for human consumption,Pallets (200–800 kg),Rail, Certificate of Origin; Commercial Invoice; Insurance Certificate; Packing List; Phytosanitary Certificate
Mexico,Canada,280700,Yes,Chemicals,Sulfuric acid industrial grade,Containers (1–20 MT),Air, Commercial Invoice; Dangerous Goods Declaration; Insurance Certificate; MSDS; Packing List
UAE,South Africa,901890,No,Medical Devices,Diagnostic ultrasound equipment,Drums (50–200 kg),Air, Commercial Invoice; Packing List
Australia,Canada,901890,Yes,Medical Devices,Diagnostic ultrasound equipment,Pallets (200–800 kg),Sea, CE Compliance; Commercial Invoice; FDA Compliance; Insurance Certificate; Packing List
Brazil,China,300490,No,Pharmaceuticals,Finished formulation medicinal tablets,Containers (1–20 MT),Air, Certificate of Analysis; Commercial Invoice; Drug License; Insurance Certificate; Packing List
Canada,Japan,100630,No,Food & Agriculture,Semi-milled rice for human consumption,Drums (50–200 kg),Sea, Certificate of Origin; Commercial Invoice; Packing List; Phytosanitary Certificate
South Africa,Japan,901890,No,Medical Devices,Diagnostic ultrasound equipment,Containers (1–20 MT),Air, Commercial Invoice; Packing List
Japan,Singapore,300490,No,Pharmaceuticals,Finished formulation medicinal tablets,Drums (50–200 kg),Road, Certificate of Analysis; Commercial Invoice; Drug License; Insurance Certificate; Packing List
Australia,Germany,901890,No,Medical Devices,Diagnostic ultrasound equipment,Containers (1–20 MT),Rail, CE Compliance; Commercial Invoice; FDA Compliance; Packing List
Singapore,United Kingdom,870323,No,Automotive,Petrol engine passenger vehicles,Pallets (200–800 kg),Rail, Commercial Invoice; Insurance Certificate; Packing List; Type Approval Certificate
Japan,South Africa,100630,No,Food & Agriculture,Semi-milled rice for human consumption,Drums (50–200 kg),Rail, Certificate of Origin; Commercial Invoice; Insurance Certificate; Packing List; Phytosanitary Certificate
Indonesia,France,901890,No,Medical Devices,Diagnostic ultrasound equipment,Containers (1–20 MT),Rail, CE Compliance; Commercial Invoice; FDA Compliance; Packing List
Canada,United Kingdom,620342,No,Textiles & Apparel,Men's cotton trousers,Pallets (200–800 kg),Air, Commercial Invoice; Packing List
Indonesia,Canada,870323,Yes,Automotive,Petrol engine passenger vehicles,Pallets (200–800 kg),Air, Commercial Invoice; Packing List; Type Approval Certificate
UAE,India,300490,No,Pharmaceuticals,Finished formulation medicinal tablets,Drums (50–200 kg),Air, Certificate of Analysis; Commercial Invoice; Drug License; Import Export Code (IEC); Packing List
Germany,Australia,300490,No,Pharmaceuticals,Finished formulation medicinal tablets,Pallets (200–800 kg),Air, Certificate of Analysis; Commercial Invoice; Drug License; Insurance Certificate; Packing List
United States,France,850440,No,Electronics,AC/DC power adapters,Cartons (5–25 kg),Rail, BIS Compliance; CE Compliance; Commercial Invoice; FCC Compliance; Packing List
Germany,Singapore,620342,No,Textiles & Apparel,Men's cotton trousers,Containers (1–20 MT),Sea, Commercial Invoice; Insurance Certificate; Packing List
United States,Australia,620342,No,Textiles & Apparel,Men's cotton trousers,Containers (1–20 MT),Air, Commercial Invoice; Packing List
Mexico,Brazil,870323,No,Automotive,Petrol engine passenger vehicles,Containers (1–20 MT),Sea, Commercial Invoice; Insurance Certificate; Packing List; Type Approval Certificate
UAE,Germany,280700,No,Chemicals,Sulfuric acid industrial grade,Containers (1–20 MT),Road, Commercial Invoice; Dangerous Goods Declaration; MSDS; Packing List
Australia,United States,100630,Yes,Food & Agriculture,Semi-milled rice for human consumption,Pallets (200–800 kg),Sea, Certificate of Origin; Commercial Invoice; FDA Prior Notice; FSSAI Compliance; Packing List; Phytosanitary Certificate
Germany,Mexico,850440,No,Electronics,AC/DC power adapters,Drums (50–200 kg),Road, Commercial Invoice; Packing List
India,South Africa,620342,No,Textiles & Apparel,Men's cotton trousers,Pallets (200–800 kg),Sea, Commercial Invoice; Insurance Certificate; Packing List
France,India,850440,No,Electronics,AC/DC power adapters,Cartons (5–25 kg),Rail, Commercial Invoice; Import Export Code (IEC); Insurance Certificate; Packing List
South Africa,Germany,280700,No,Chemicals,Sulfuric acid industrial grade,Drums (50–200 kg),Road, Commercial Invoice; Dangerous Goods Declaration; MSDS; Packing List
Mexico,Brazil,300490,No,Pharmaceuticals,Finished formulation medicinal tablets,Pallets (200–800 kg),Rail, Certificate of Analysis; Commercial Invoice; Drug License; Insurance Certificate; Packing List
South Africa,Australia,901890,No,Medical Devices,Diagnostic ultrasound equipment,Cartons (5–25 kg),Rail, Commercial Invoice; Insurance Certificate; Packing List
Singapore,United States,870323,Yes,Automotive,Petrol engine passenger vehicles,Pallets (200–800 kg),Sea, Commercial Invoice; Insurance Certificate; Packing List; Type Approval Certificate
Canada,Australia,280700,No,Chemicals,Sulfuric acid industrial grade,Containers (1–20 MT),Sea, Commercial Invoice; Dangerous Goods Declaration; MSDS; Packing List
South Africa,United Kingdom,280700,No,Chemicals,Sulfuric acid industrial grade,Containers (1–20 MT),Road, Commercial Invoice; Dangerous Goods Declaration; Insurance Certificate; MSDS; Packing List
South Africa,United States,620342,Yes,Textiles & Apparel,Men's cotton trousers,Containers (1–20 MT),Road, Commercial Invoice; Packing List
Mexico,Australia,100630,No,Food & Agriculture,Semi-milled rice for human consumption,Containers (1–20 MT),Air, Certificate of Origin; Commercial Invoice; Packing List; Phytosanitary Certificate
United Kingdom,Indonesia,870323,No,Automotive,Petrol engine passenger vehicles,Cartons (5–25 kg),Air, Commercial Invoice; Insurance Certificate; Packing List; Type Approval Certificate
Indonesia,Singapore,620342,No,Textiles & Apparel,Men's cotton trousers,Containers (1–20 MT),Air, Commercial Invoice; Packing List
Brazil,China,300490,No,Pharmaceuticals,Finished formulation medicinal tablets,Containers (1–20 MT),Rail, Certificate of Analysis; Commercial Invoice; Drug License; Packing List
Indonesia,Canada,870323,Yes,Automotive,Petrol engine passenger vehicles,Containers (1–20 MT),Road, Commercial Invoice; Insurance Certificate; Packing List; Type Approval Certificate
China,Mexico,901890,No,Medical Devices,Diagnostic ultrasound equipment,Pallets (200–800 kg),Road, Commercial Invoice; Insurance Certificate; Packing List
United Kingdom,India,280700,No,Chemicals,Sulfuric acid industrial grade,Cartons (5–25 kg),Road, Commercial Invoice; Dangerous Goods Declaration; Import Export Code (IEC); MSDS; Packing List
Japan,UAE,300490,No,Pharmaceuticals,Finished formulation medicinal tablets,Pallets (200–800 kg),Air, Certificate of Analysis; Commercial Invoice; Drug License; Insurance Certificate; Packing List
United States,France,870323,No,Automotive,Petrol engine passenger vehicles,Containers (1–20 MT),Rail, Commercial Invoice; Packing List; Type Approval Certificate
